Index,Date,Open,High,Low,Close,Adj Close
NYA,2005-03-14,7330.410156,7353.890137,7316.419922,7353.890137,7353.890137
NYA,2005-03-15,7353.890137,7377.310059,7310.399902,7310.410156,7310.410156
NYA,2005-03-16,7310.410156,7310.410156,7255.790039,7264.470215,7264.470215
NYA,2005-03-17,7264.470215,7294.689941,7257.52002,7284.310059,7284.310059
NYA,2005-03-18,7284.310059,7285.77002,7243.240234,7276.839844,7276.839844
NYA,2005-03-21,7276.850098,7276.919922,7207.609863,7229.200195,7229.200195
NYA,2005-03-22,7229.189941,7264.100098,7158.939941,7158.970215,7158.970215
NYA,2005-03-23,7158.97998,7158.97998,7116.540039,7127.180176,7127.180176
NYA,2005-03-24,7127.180176,7169.759766,7127.180176,7128.799805,7128.799805
NYA,2005-03-28,7128.810059,7156.649902,7128.810059,7131.52002,7131.52002
NYA,2005-03-29,7131.540039,7155.100098,7065.830078,7070.529785,7070.529785
NYA,2005-03-30,7070.540039,7159.439941,7070.540039,7158.5,7158.5
NYA,2005-03-31,7158.5,7187.740234,7158.5,7167.529785,7167.529785
NYA,2005-04-01,7167.549805,7225.620117,7120.390137,7136.359863,7136.359863
NYA,2005-04-04,7136.339844,7146.77002,7095.459961,7137.529785,7137.529785
NYA,2005-04-05,7137.490234,7179.879883,7137.470215,7170.899902,7170.899902
NYA,2005-04-06,7170.899902,7213.709961,7170.899902,7191.180176,7191.180176
NYA,2005-04-07,7191.180176,7237.640137,7189.779785,7227.080078,7227.080078
NYA,2005-04-08,7227.080078,7227.080078,7180.879883,7181.5,7181.5
NYA,2005-04-11,7181.490234,7200.029785,7173.52002,7189.419922,7189.419922
NYA,2005-04-12,7189.410156,7218.069824,7120.319824,7208.040039,7208.040039
NYA,2005-04-13,7208.040039,7208.040039,7124.240234,7133.990234,7133.990234
NYA,2005-04-14,7133.990234,7136.430176,7062.490234,7063.740234,7063.740234
NYA,2005-04-15,7063.740234,7063.740234,6954.52002,6958.350098,6958.350098
NYA,2005-04-18,6958.350098,6980.169922,6930.180176,6969.089844,6969.089844
NYA,2005-04-19,6969.089844,7033.850098,6969.089844,7030.740234,7030.740234
NYA,2005-04-20,7030.740234,7030.799805,6932.740234,6937.600098,6937.600098
NYA,2005-04-21,6937.629883,7049.180176,6937.629883,7049.180176,7049.180176
NYA,2005-04-22,7047.990234,7053.120117,6971.220215,7015.850098,7015.850098
NYA,2005-04-25,7016.049805,7073.970215,7016.049805,7071.859863,7071.859863
NYA,2005-04-26,7071.870117,7071.870117,7011.209961,7011.209961,7011.209961
NYA,2005-04-27,7011.209961,7028.859863,6957.629883,7010.209961,7010.209961
NYA,2005-04-28,7010.209961,7010.859863,6935.310059,6935.310059,6935.310059
NYA,2005-04-29,6935.339844,7008.319824,6927.100098,7008.319824,7008.319824
NYA,2005-05-02,7008.370117,7043.47998,7003.330078,7043.009766,7043.009766
NYA,2005-05-03,7042.799805,7060.919922,7013.209961,7032.029785,7032.029785
NYA,2005-05-04,7032.029785,7126.700195,7032.029785,7124.689941,7124.689941
NYA,2005-05-05,7124.689941,7148.209961,7091.060059,7117.290039,7117.290039
NYA,2005-05-06,7117.310059,7140.620117,7107.72998,7110.080078,7110.080078
NYA,2005-05-09,7110.080078,7144.600098,7091.990234,7144.600098,7144.600098
NYA,2005-05-10,7144.600098,7144.600098,7054.419922,7066.810059,7066.810059
NYA,2005-05-11,7067.060059,7082.779785,7021.930176,7079.859863,7079.859863
NYA,2005-05-12,7079.850098,7080.890137,6983.5,6989.640137,6989.640137
NYA,2005-05-13,6989.640137,6994.009766,6902.509766,6937.689941,6937.689941
NYA,2005-05-16,6937.689941,6996.580078,6937.189941,6996.129883,6996.129883
NYA,2005-05-17,6996.100098,7038.189941,6966.120117,7034.640137,7034.640137
NYA,2005-05-18,7034.640137,7122.689941,7034.640137,7113.120117,7113.120117
NYA,2005-05-19,7113.129883,7141.120117,7108.509766,7140.959961,7140.959961
NYA,2005-05-20,7140.970215,7141.299805,7097.810059,7121.02002,7121.02002
NYA,2005-05-23,7121.02002,7174.430176,7119.660156,7155.950195,7155.950195
NYA,2005-05-24,7155.950195,7159.709961,7134.140137,7153.97998,7153.97998
NYA,2005-05-25,7153.97998,7153.97998,7113.740234,7129.240234,7129.240234
NYA,2005-05-26,7129.290039,7168.72998,7129.290039,7164.470215,7164.470215
NYA,2005-05-27,7164.419922,7187.939941,7155.660156,7184.899902,7184.899902
NYA,2005-05-31,7184.899902,7185.080078,7134.330078,7134.330078,7134.330078
NYA,2005-06-01,7134.319824,7208.27002,7131.069824,7190.649902,7190.649902
NYA,2005-06-02,7190.669922,7209.470215,7173.899902,7206.080078,7206.080078
NYA,2005-06-03,7206.080078,7210.669922,7158.02002,7169.209961,7169.209961
NYA,2005-06-06,7169.209961,7189.919922,7158.310059,7184.490234,7184.490234
NYA,2005-06-07,7184.52002,7250.029785,7184.52002,7199.319824,7199.319824
NYA,2005-06-08,7199.339844,7231.220215,7174.450195,7180.569824,7180.569824
NYA,2005-06-09,7180.569824,7212.609863,7154.910156,7212.129883,7212.129883
NYA,2005-06-10,7212.129883,7227.040039,7173.279785,7200.109863,7200.109863
NYA,2005-06-13,7200.109863,7226.040039,7170.97998,7213.02002,7213.02002
NYA,2005-06-14,7213.029785,7249.149902,7208.450195,7235.140137,7235.140137
NYA,2005-06-15,7235.140137,7259.279785,7216.870117,7256.390137,7256.390137
NYA,2005-06-16,7256.399902,7292.97998,7256.399902,7289.759766,7289.759766
NYA,2005-06-17,7289.759766,7351.209961,7289.759766,7346.319824,7346.319824
NYA,2005-06-20,7346.310059,7346.310059,7297.129883,7325.689941,7325.689941
NYA,2005-06-21,7325.689941,7331.819824,7301.450195,7314.25,7314.25
NYA,2005-06-22,7314.330078,7341.410156,7306.77002,7320.089844,7320.089844
NYA,2005-06-23,7320.089844,7325.450195,7246.439941,7246.549805,7246.549805
NYA,2005-06-24,7246.549805,7247.77002,7205.290039,7209.060059,7209.060059
NYA,2005-06-27,7209.060059,7220.850098,7196.419922,7210.319824,7210.319824
NYA,2005-06-28,7210.310059,7270.100098,7210.160156,7267.919922,7267.919922
NYA,2005-06-29,7267.919922,7278.22998,7256.850098,7262.310059,7262.310059
NYA,2005-06-30,7262.310059,7281.129883,7215.080078,7217.779785,7217.779785
NYA,2005-07-01,7217.839844,7254.799805,7217.839844,7245.589844,7245.589844
NYA,2005-07-05,7245.569824,7293.390137,7222.700195,7289.669922,7289.669922
NYA,2005-07-06,7289.399902,7303.959961,7251.490234,7251.870117,7251.870117
NYA,2005-07-07,7251.870117,7256.180176,7174.950195,7254.569824,7254.569824
NYA,2005-07-08,7254.569824,7333.399902,7251.649902,7330.580078,7330.580078
NYA,2005-07-11,7330.620117,7387.069824,7330.350098,7382.5,7382.5
NYA,2005-07-12,7382.529785,7427.189941,7380.5,7411.850098,7411.850098
NYA,2005-07-13,7411.850098,7412.339844,7386.470215,7400.830078,7400.830078
NYA,2005-07-14,7400.810059,7457.77002,7394.600098,7403.399902,7403.399902
NYA,2005-07-15,7403.399902,7409.910156,7380.620117,7403.589844,7403.589844
NYA,2005-07-18,7403.589844,7403.589844,7372.410156,7372.439941,7372.439941
NYA,2005-07-19,7372.450195,7418.310059,7372.450195,7414.569824,7414.569824
NYA,2005-07-20,7414.569824,7495.109863,7378.529785,7453.410156,7453.410156
NYA,2005-07-21,7453.410156,7453.410156,7394.779785,7412.410156,7412.410156
NYA,2005-07-22,7412.399902,7447.169922,7409.450195,7447.160156,7447.160156
NYA,2005-07-25,7447.169922,7466.939941,7416.919922,7423.25,7423.25
NYA,2005-07-26,7423.350098,7440.939941,7414.629883,7428.069824,7428.069824
NYA,2005-07-27,7428.069824,7467.290039,7423.75,7465.439941,7465.439941
NYA,2005-07-28,7465.450195,7522.390137,7463.299805,7516.779785,7516.779785
NYA,2005-07-29,7516.77002,7529.009766,7476.640137,7476.660156,7476.660156
NYA,2005-08-01,7476.660156,7518.609863,7476.660156,7502.100098,7502.100098
NYA,2005-08-02,7502.089844,7557.430176,7502.089844,7556.589844,7556.589844
NYA,2005-08-03,7556.589844,7574.080078,7546.379883,7566.540039,7566.540039
NYA,2005-08-04,7566.540039,7566.540039,7512.549805,7515.180176,7515.180176
NYA,2005-08-05,7515.189941,7515.189941,7444.279785,7453.290039,7453.290039
NYA,2005-08-08,7453.290039,7504.549805,7451.970215,7452.709961,7452.709961
NYA,2005-08-09,7452.709961,7518.0,7452.709961,7505.580078,7505.580078
NYA,2005-08-10,7505.660156,7587.330078,7505.660156,7528.390137,7528.390137
NYA,2005-08-11,7528.399902,7590.830078,7528.399902,7590.830078,7590.830078
NYA,2005-08-12,7590.830078,7590.830078,7531.689941,7558.330078,7558.330078
NYA,2005-08-15,7558.209961,7572.939941,7530.310059,7564.779785,7564.779785
NYA,2005-08-16,7564.790039,7564.790039,7478.330078,7480.160156,7480.160156
NYA,2005-08-17,7480.169922,7492.27002,7460.430176,7461.77002,7461.77002
NYA,2005-08-18,7461.77002,7461.77002,7419.279785,7433.240234,7433.240234
NYA,2005-08-19,7433.240234,7476.149902,7433.240234,7458.540039,7458.540039
NYA,2005-08-22,7458.77002,7518.069824,7458.720215,7486.540039,7486.540039
NYA,2005-08-23,7486.5,7487.790039,7437.370117,7453.779785,7453.779785
NYA,2005-08-24,7453.790039,7481.660156,7415.740234,7417.419922,7417.419922
NYA,2005-08-25,7417.419922,7440.52002,7417.419922,7434.580078,7434.580078
NYA,2005-08-26,7434.580078,7434.600098,7379.859863,7379.859863,7379.859863
NYA,2005-08-29,7379.859863,7419.950195,7360.97998,7413.97998,7413.97998
NYA,2005-08-30,7413.970215,7413.970215,7363.279785,7397.060059,7397.060059
NYA,2005-08-31,7397.060059,7496.089844,7395.439941,7496.089844,7496.089844
NYA,2005-09-01,7496.109863,7564.319824,7495.22998,7543.850098,7543.850098
NYA,2005-09-02,7543.850098,7555.450195,7527.910156,7531.129883,7531.129883
NYA,2005-09-06,7531.140137,7619.799805,7531.140137,7618.959961,7618.959961
NYA,2005-09-07,7618.970215,7628.870117,7598.350098,7625.240234,7625.240234
NYA,2005-09-08,7625.240234,7625.240234,7584.779785,7594.640137,7594.640137
NYA,2005-09-09,7594.640137,7667.640137,7594.640137,7663.819824,7663.819824
NYA,2005-09-12,7663.810059,7663.810059,7631.759766,7637.509766,7637.509766
NYA,2005-09-13,7637.549805,7637.549805,7578.25,7578.25,7578.25
NYA,2005-09-14,7578.25,7606.22998,7570.100098,7577.290039,7577.290039
NYA,2005-09-15,7577.290039,7600.899902,7567.959961,7583.140137,7583.140137
NYA,2005-09-16,7583.169922,7646.990234,7583.169922,7646.290039,7646.290039
NYA,2005-09-19,7646.27002,7647.299805,7598.129883,7611.890137,7611.890137
NYA,2005-09-20,7611.890137,7643.410156,7557.950195,7562.839844,7562.839844
NYA,2005-09-21,7562.740234,7565.830078,7513.939941,7515.02002,7515.02002
NYA,2005-09-22,7515.029785,7528.189941,7471.850098,7519.859863,7519.859863
NYA,2005-09-23,7519.859863,7534.310059,7481.120117,7518.899902,7518.899902
NYA,2005-09-26,7518.899902,7579.640137,7518.899902,7556.450195,7556.450195
NYA,2005-09-27,7556.5,7566.470215,7519.22998,7548.649902,7548.649902
NYA,2005-09-28,7548.649902,7587.629883,7548.649902,7575.100098,7575.100098
NYA,2005-09-29,7575.100098,7634.680176,7551.189941,7632.5,7632.5
NYA,2005-09-30,7632.379883,7642.810059,7610.859863,7632.97998,7632.97998
NYA,2005-10-03,7632.97998,7652.890137,7611.850098,7626.22998,7626.22998
NYA,2005-10-04,7626.240234,7641.939941,7556.600098,7558.100098,7558.100098
NYA,2005-10-05,7558.080078,7558.080078,7435.759766,7436.359863,7436.359863
NYA,2005-10-06,7436.359863,7459.649902,7350.47998,7399.660156,7399.660156
NYA,2005-10-07,7400.060059,7449.669922,7400.060059,7435.189941,7435.189941
NYA,2005-10-10,7435.720215,7441.350098,7376.700195,7385.569824,7385.569824
NYA,2005-10-11,7386.290039,7425.069824,7373.540039,7380.810059,7380.810059
NYA,2005-10-12,7380.799805,7400.830078,7299.060059,7322.740234,7322.740234
NYA,2005-10-13,7322.720215,7322.720215,7234.560059,7293.120117,7293.120117
NYA,2005-10-14,7293.129883,7364.600098,7284.600098,7362.589844,7362.589844
NYA,2005-10-17,7362.589844,7374.47998,7342.370117,7370.839844,7370.839844
NYA,2005-10-18,7370.839844,7370.839844,7277.509766,7277.910156,7277.910156
NYA,2005-10-19,7277.910156,7363.069824,7220.350098,7363.069824,7363.069824
NYA,2005-10-20,7363.060059,7363.240234,7211.140137,7234.089844,7234.089844
NYA,2005-10-21,7234.089844,7287.140137,7226.609863,7254.490234,7254.490234
NYA,2005-10-24,7254.490234,7374.529785,7254.490234,7374.529785,7374.529785
NYA,2005-10-25,7374.350098,7396.259766,7327.22998,7361.839844,7361.839844
NYA,2005-10-26,7361.810059,7407.799805,7334.77002,7334.77002,7334.77002
NYA,2005-10-27,7334.77002,7346.390137,7263.299805,7263.319824,7263.319824
NYA,2005-10-28,7263.319824,7369.549805,7263.319824,7369.549805,7369.549805
NYA,2005-10-31,7369.529785,7453.259766,7369.529785,7433.120117,7433.120117
NYA,2005-11-01,7433.049805,7447.430176,7411.22998,7425.180176,7425.180176
NYA,2005-11-02,7425.189941,7509.819824,7419.740234,7509.819824,7509.819824
NYA,2005-11-03,7509.810059,7562.240234,7509.810059,7534.810059,7534.810059
NYA,2005-11-04,7534.819824,7541.200195,7476.919922,7507.560059,7507.560059
NYA,2005-11-07,7507.470215,7527.680176,7486.77002,7519.419922,7519.419922
NYA,2005-11-08,7519.439941,7519.439941,7468.870117,7489.720215,7489.720215
NYA,2005-11-09,7489.72998,7530.27002,7470.830078,7500.990234,7500.990234
NYA,2005-11-10,7501.100098,7542.970215,7453.439941,7530.129883,7530.129883
NYA,2005-11-11,7530.100098,7566.220215,7527.990234,7561.399902,7561.399902
NYA,2005-11-14,7561.450195,7568.930176,7538.77002,7549.169922,7549.169922
NYA,2005-11-15,7549.080078,7564.5,7498.450195,7509.379883,7509.379883
NYA,2005-11-16,7509.410156,7519.129883,7489.740234,7518.97998,7518.97998
NYA,2005-11-17,7518.589844,7601.709961,7518.589844,7601.120117,7601.120117
NYA,2005-11-18,7601.120117,7637.97998,7595.390137,7634.580078,7634.580078
NYA,2005-11-21,7634.580078,7679.680176,7633.25,7676.640137,7676.640137
NYA,2005-11-22,7676.640137,7716.830078,7644.040039,7715.350098,7715.350098
NYA,2005-11-23,7715.359863,7768.029785,7707.919922,7743.339844,7743.339844
NYA,2005-11-25,7743.359863,7754.890137,7733.100098,7747.52002,7747.52002
NYA,2005-11-28,7747.52002,7747.52002,7687.350098,7687.419922,7687.419922
NYA,2005-11-29,7687.419922,7733.77002,7687.419922,7692.990234,7692.990234
NYA,2005-11-30,7692.990234,7700.240234,7644.689941,7645.279785,7645.279785
NYA,2005-12-01,7645.470215,7760.02002,7645.470215,7756.540039,7756.540039
NYA,2005-12-02,7756.540039,7767.089844,7739.470215,7760.850098,7760.850098
NYA,2005-12-05,7760.77002,7767.810059,7733.720215,7759.240234,7759.240234
NYA,2005-12-06,7759.240234,7817.149902,7759.240234,7775.850098,7775.850098
NYA,2005-12-07,7775.640137,7779.220215,7710.040039,7731.279785,7731.279785
NYA,2005-12-08,7731.279785,7780.169922,7720.450195,7743.430176,7743.430176
NYA,2005-12-09,7743.430176,7780.549805,7738.120117,7762.600098,7762.600098
NYA,2005-12-12,7762.629883,7807.870117,7762.629883,7790.990234,7790.990234
NYA,2005-12-13,7790.990234,7851.140137,7782.720215,7825.0,7825.0
NYA,2005-12-14,7825.009766,7867.589844,7825.009766,7852.180176,7852.180176
NYA,2005-12-15,7852.180176,7852.600098,7803.470215,7815.709961,7815.709961
NYA,2005-12-16,7815.75,7855.779785,7811.410156,7814.0,7814.0
NYA,2005-12-19,7814.0,7836.200195,7775.919922,7778.589844,7778.589844
NYA,2005-12-20,7778.589844,7796.220215,7765.689941,7777.27002,7777.27002
NYA,2005-12-21,7777.27002,7832.459961,7777.27002,7806.75,7806.75
NYA,2005-12-22,7806.700195,7834.040039,7806.700195,7833.77002,7833.77002
NYA,2005-12-23,7833.799805,7845.640137,7824.200195,7841.899902,7841.899902
NYA,2005-12-27,7841.890137,7851.180176,7767.850098,7767.850098,7767.850098
NYA,2005-12-28,7767.850098,7806.470215,7767.850098,7795.759766,7795.759766
NYA,2005-12-29,7795.75,7815.819824,7788.02002,7788.140137,7788.140137
NYA,2005-12-30,7788.109863,7788.109863,7736.669922,7753.950195,7753.950195
NYA,2006-01-03,7753.970215,7916.470215,7753.970215,7912.410156,7912.410156
NYA,2006-01-04,7912.399902,7967.060059,7911.120117,7962.939941,7962.939941
NYA,2006-01-05,7962.939941,7965.930176,7928.589844,7944.060059,7944.060059
NYA,2006-01-06,7944.060059,8036.990234,7944.060059,8031.660156,8031.660156
NYA,2006-01-09,8031.689941,8055.580078,8026.02002,8053.419922,8053.419922
NYA,2006-01-10,8053.419922,8053.419922,7993.790039,8030.589844,8030.589844
NYA,2006-01-11,8030.589844,8068.169922,8027.379883,8063.509766,8063.509766
NYA,2006-01-12,8063.47998,8064.700195,8003.47998,8008.089844,8008.089844
NYA,2006-01-13,8008.200195,8026.560059,7998.890137,8025.939941,8025.939941
NYA,2006-01-17,8025.930176,8025.930176,7964.649902,7992.600098,7992.600098
NYA,2006-01-18,7992.560059,7992.560059,7915.529785,7953.009766,7953.009766
NYA,2006-01-19,7953.629883,8028.919922,7953.629883,8018.220215,8018.220215
NYA,2006-01-20,8018.220215,8018.890137,7901.399902,7902.27002,7902.27002
NYA,2006-01-23,7902.379883,7968.589844,7902.379883,7953.919922,7953.919922
NYA,2006-01-24,7953.919922,7992.540039,7951.700195,7973.02002,7973.02002
NYA,2006-01-25,7973.02002,8009.180176,7943.169922,7969.490234,7969.490234
NYA,2006-01-26,7969.490234,8051.709961,7969.490234,8044.0,8044.0
NYA,2006-01-27,8044.089844,8118.040039,8043.120117,8096.140137,8096.140137
NYA,2006-01-30,8096.140137,8117.600098,8091.990234,8105.25,8105.25
NYA,2006-01-31,8105.25,8130.189941,8084.47998,8106.549805,8106.549805
NYA,2006-02-01,8106.450195,8126.870117,8091.720215,8112.220215,8112.220215
NYA,2006-02-02,8112.220215,8112.220215,8021.660156,8038.0,8038.0
NYA,2006-02-03,8037.950195,8037.950195,7968.779785,8001.399902,8001.399902
NYA,2006-02-06,8001.410156,8025.350098,7996.240234,8019.870117,8019.870117
NYA,2006-02-07,8019.890137,8019.890137,7925.850098,7932.5,7932.5
NYA,2006-02-08,7932.5,7978.629883,7912.720215,7974.910156,7974.910156
NYA,2006-02-09,7974.910156,8041.040039,7974.910156,7980.169922,7980.169922
NYA,2006-02-10,7980.169922,7996.560059,7922.149902,7980.0,7980.0
NYA,2006-02-13,7980.0,7980.0,7927.47998,7947.799805,7947.799805
NYA,2006-02-14,7947.819824,8031.529785,7928.549805,8021.569824,8021.569824
NYA,2006-02-15,8021.540039,8046.399902,7978.120117,8019.759766,8019.759766
NYA,2006-02-16,8019.759766,8086.759766,8019.759766,8086.740234,8086.740234
NYA,2006-02-17,8086.759766,8100.439941,8070.339844,8092.419922,8092.419922
NYA,2006-02-21,8092.27002,8129.569824,8075.379883,8082.660156,8082.660156
NYA,2006-02-22,8082.640137,8131.720215,8081.740234,8128.200195,8128.200195
NYA,2006-02-23,8128.189941,8137.830078,8091.890137,8107.759766,8107.759766
NYA,2006-02-24,8107.759766,8140.5,8106.529785,8126.029785,8126.029785
NYA,2006-02-27,8126.029785,8156.279785,8126.029785,8139.669922,8139.669922
NYA,2006-02-28,8139.640137,8139.640137,8046.97998,8060.609863,8060.609863
NYA,2006-03-01,8060.450195,8133.660156,8060.450195,8130.629883,8130.629883
NYA,2006-03-02,8130.629883,8130.629883,8082.450195,8126.529785,8126.529785
NYA,2006-03-03,8126.529785,8165.049805,8096.25,8119.910156,8119.910156
NYA,2006-03-06,8119.910156,8131.200195,8054.02002,8067.439941,8067.439941
NYA,2006-03-07,8020.459961,8031.22998,7990.209961,8017.359863,8017.359863
NYA,2006-03-08,8017.319824,8033.319824,7963.339844,8026.089844,8026.089844
NYA,2006-03-09,8026.089844,8062.680176,8007.819824,8007.830078,8007.830078
NYA,2006-03-10,8007.790039,8084.549805,8000.700195,8079.240234,8079.240234
NYA,2006-03-13,8079.240234,8126.390137,8079.240234,8114.109863,8114.109863
NYA,2006-03-14,8114.100098,8200.519531,8109.040039,8197.599609,8197.599609
NYA,2006-03-15,8197.639648,8242.360352,8189.310059,8236.69043,8236.69043
NYA,2006-03-16,8236.700195,8281.200195,8236.700195,8261.919922,8261.919922
NYA,2006-03-17,8262.129883,8282.290039,8257.55957,8271.610352,8271.610352
NYA,2006-03-20,8271.580078,8290.19043,8250.980469,8255.639648,8255.639648
NYA,2006-03-21,8255.639648,8273.5,8194.929688,8199.839844,8199.839844
NYA,2006-03-22,8199.839844,8259.919922,8198.700195,8255.879883,8255.879883
NYA,2006-03-23,8255.80957,8255.80957,8204.389648,8227.040039,8227.040039
NYA,2006-03-24,8227.030273,8265.700195,8216.980469,8252.389648,8252.389648
NYA,2006-03-27,8252.379883,8252.379883,8216.769531,8232.019531,8232.019531
NYA,2006-03-28,8232.019531,8250.349609,8169.27002,8175.720215,8175.720215
NYA,2006-03-29,8175.720215,8258.05957,8175.720215,8249.379883,8249.379883
NYA,2006-03-30,8249.379883,8321.980469,8246.889648,8271.790039,8271.790039
NYA,2006-03-31,8271.860352,8271.860352,8223.240234,8233.200195,8233.200195
NYA,2006-04-03,8233.230469,8326.379883,8233.230469,8269.650391,8269.650391
NYA,2006-04-04,8269.650391,8330.339844,8265.019531,8324.75,8324.75
NYA,2006-04-05,8324.759766,8374.030273,8324.669922,8369.169922,8369.169922
NYA,2006-04-06,8369.169922,8369.169922,8317.379883,8359.820313,8359.820313
NYA,2006-04-07,8359.709961,8380.240234,8265.049805,8270.650391,8270.650391
NYA,2006-04-10,8270.679688,8307.799805,8268.0,8283.080078,8283.080078
NYA,2006-04-11,8282.790039,8308.849609,8198.549805,8214.459961,8214.459961
NYA,2006-04-12,8214.459961,8233.469727,8207.150391,8220.549805,8220.549805
NYA,2006-04-13,8220.55957,8234.0,8183.430176,8227.950195,8227.950195
NYA,2006-04-17,8227.94043,8269.419922,8223.419922,8242.150391,8242.150391
NYA,2006-04-18,8242.129883,8392.900391,8242.129883,8389.44043,8389.44043
NYA,2006-04-19,8389.429688,8431.25,8371.389648,8431.25,8431.25
NYA,2006-04-20,8431.219727,8458.830078,8390.639648,8422.129883,8422.129883
NYA,2006-04-21,8422.240234,8478.490234,8422.240234,8461.05957,8461.05957
NYA,2006-04-24,8461.05957,8461.05957,8414.530273,8440.589844,8440.589844
NYA,2006-04-25,8440.570313,8462.990234,8390.959961,8405.919922,8405.919922
NYA,2006-04-26,8405.94043,8464.269531,8405.94043,8429.860352,8429.860352
NYA,2006-04-27,8429.740234,8469.980469,8358.360352,8440.5,8440.5
NYA,2006-04-28,8440.5,8491.889648,8438.019531,8471.429688,8471.429688
NYA,2006-05-01,8471.429688,8524.230469,8456.490234,8461.75,8461.75
NYA,2006-05-02,8461.929688,8541.799805,8461.929688,8541.799805,8541.799805
NYA,2006-05-03,8541.759766,8541.799805,8471.320313,8497.230469,8497.230469
NYA,2006-05-04,8497.389648,8538.240234,8497.389648,8531.610352,8531.610352
NYA,2006-05-05,8531.620117,8634.879883,8531.620117,8632.94043,8632.94043
NYA,2006-05-08,8632.94043,8634.400391,8606.280273,8623.219727,8623.219727
NYA,2006-05-09,8623.219727,8651.740234,8619.379883,8646.959961,8646.959961
NYA,2006-05-10,8646.959961,8646.959961,8598.0,8631.589844,8631.589844
NYA,2006-05-11,8631.419922,8633.700195,8520.589844,8526.740234,8526.740234
